name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
FURNISHED ROOM/PRIVATE BATH/2BD2BA,44043664,Kyle & Marie,9/12/15,f,1,1,t,f,Southwest Waterfront,Washington,DC,20024,"Washington, DC",t,Apartment,Private room,1,1,1,1,Futon,65,2,400,1350,,,1,$0.00 ,1,1125,330,10/2/15,5,9/14/15,9/30/15,4,88,10,9,f,f,flexible,f,f,1,5
Well-Equipped Studio in Southwest,5627766,James,3/25/13,t,1,1,t,t,Southwest Waterfront,Washington,DC,20024,"Washington, DC",f,Apartment,Entire home/apt,2,1,0,1,Real Bed,130,2,,,250,$40.00 ,1,$0.00 ,2,10,341,10/2/15,35,9/17/14,9/18/15,4,98,10,10,f,f,strict,f,f,1,2.75
Waterfront: Central & Beautiful! ,15575313,Christopher,5/15/14,f,1,1,t,t,Southwest Waterfront,Washington,DC,20024,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,69,2,,,,,1,$35.00 ,3,1125,66,10/3/15,6,10/13/14,9/21/15,4,77,9,8,f,f,moderate,f,f,1,0.51
One bedroom near Waterfront Metro,36388669,Norman,6/21/15,f,1,1,t,f,Southwest Waterfront,Washington,DC,20024,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,102,2,,,,,1,$0.00 ,1,1125,76,10/2/15,1,7/7/15,7/7/15,3,100,10,10,f,f,flexible,f,f,1,0.34
Well Appointed Waterfront Studio,9972342,Pierre,11/12/13,t,1,1,t,t,Southwest Waterfront,Washington,DC,20024,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,99,2,650,,125,$35.00 ,2,$35.00 ,3,29,60,10/2/15,16,8/5/14,12/6/14,1,96,10,9,f,f,moderate,f,f,1,1.13
Private room with private shower.,42987270,Kirsten,8/31/15,f,2,2,t,t,,Washington,DC,20017,"Washington, DC",f,House,Private room,4,1,1,1,Real Bed,88,2,450,1800,,$65.00 ,1,$0.00 ,1,1125,362,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Chic Metro Accessible Brookland Apt,2804758,Carlyn,7/2/12,f,1,1,t,t,,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,650,2200,150,$60.00 ,4,$20.00 ,5,120,336,10/3/15,7,7/28/12,7/11/15,3,100,10,10,f,f,moderate,t,t,1,0.18
Brookland Apartment 6,28827689,Carolyn,3/5/15,f,23,23,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,89,2,,,,,1,$0.00 ,1,1125,275,10/3/15,5,4/13/15,7/23/15,3,92,9,10,f,f,strict,f,f,23,0.86
Stylish one bedroom+ near redline,43309278,Austin,9/3/15,f,1,1,t,t,,Washington,DC,20017,"Washington, DC",f,Apartment,Entire home/apt,4,1,1,1,Real Bed,90,2,,,,,1,$0.00 ,1,1125,352,10/2/15,1,9/21/15,9/21/15,4,100,8,10,f,f,flexible,f,f,1,1
Cozy Classy Relaxing Bed Room ,4212613,Valida,11/21/12,f,2,2,t,t,North Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,1,1,1,1,Real Bed,55,2,340,,,$10.00 ,1,$0.00 ,1,1125,354,10/2/15,29,4/25/13,9/27/15,4,82,7,7,f,f,moderate,t,t,2,0.98
Vibrant DC Studio 2 blocks to Metro,1495405,Angela,12/11/11,f,1,1,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,3,1,0,1,Real Bed,70,2,458,1400,100,$40.00 ,3,$5.00 ,3,150,342,10/2/15,27,12/15/13,8/30/15,3,82,9,8,f,f,flexible,f,f,1,1.23
Franklin' First Home  -  Part One,20282,Frankin,6/5/09,f,2,2,t,t,Woodridge,Washington,DC,20018,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,75,2,450,1550,,$10.00 ,0,$0.00 ,1,1125,275,10/2/15,7,6/6/15,7/27/15,3,94,9,10,f,t,strict,f,f,2,1.75
Charming English Basement,44327735,Taryn,9/16/15,f,1,1,t,f,,Washington,DC,20017,"Washington, DC",f,Loft,Entire home/apt,3,1,1,2,Real Bed,60,2,,,,,2,$0.00 ,2,1125,347,10/2/15,0,0,0,0,,,,f,f,strict,f,f,1,
Sunny Room in Family Home!,12239314,Rosemary Treadway,2/14/14,f,2,2,t,t,,Washington,DC,20017,"Washington, DC",f,House,Private room,2,1,1,1,Real Bed,75,2,,,,,1,$0.00 ,2,6,211,10/2/15,4,4/5/15,5/1/15,2,90,9,9,f,f,flexible,f,f,2,0.66
Brookland Apt for Pope visit,43767631,Juan,9/9/15,f,1,1,t,f,Edgewood,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,300,4,,,,$25.00 ,1,$0.00 ,1,4,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Apartment of Fireballs and Awesome,37843546,Jaye,7/7/15,f,1,1,t,t,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Shared room,1,1,1,1,Real Bed,60,2,330,,,,1,$0.00 ,1,1125,363,10/2/15,5,8/30/15,9/20/15,4,100,10,10,f,f,flexible,f,f,1,4.29
Brookland 2 Bedroom Apartment 5,28827689,Carolyn,3/5/15,f,23,23,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Private room,4,1,1,2,Real Bed,150,2,,,,,1,$0.00 ,1,1125,275,10/2/15,1,4/14/15,4/14/15,2,80,10,10,f,f,strict,f,f,23,0.17
LOVELY 2 BR Home Fort Totten Metro,22731277,Mark,10/19/14,f,2,2,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Entire home/apt,8,1,2,3,Real Bed,125,2,735,2699,,,4,$13.00 ,4,1125,346,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Bedroom in Rosslyn Apartment,1542997,Vivian,12/28/11,f,1,1,t,f,Catholic University,Washington,DC,20064,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,2,Real Bed,50,1,,1200,,,1,$0.00 ,1,1125,249,10/2/15,4,6/3/13,8/18/13,3,88,9,6,f,f,flexible,f,f,1,0.14
2 Bedroom Private Condo Suite -  ,5143,Anthony,12/13/08,f,2,2,t,t,North Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Entire home/apt,9,1,2,4,Real Bed,150,2,950,3500,200,$70.00 ,4,$25.00 ,2,365,359,10/3/15,119,1/20/09,9/15/15,4,87,9,9,f,f,strict,f,t,1,1.46
2 bdrm apt near Basilica,44796531,Courtney,9/21/15,f,1,1,t,f,Edgewood,Washington,DC,20064,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,1200,6,,,,,1,$0.00 ,1,1125,0,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
2 futons in share space (basement),15150056,Samantha,5/5/14,f,1,1,t,t,North Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Shared room,4,1.5,1,2,Real Bed,45,1,,,,,1,$15.00 ,1,1125,365,10/3/15,8,6/1/14,9/15/15,4,83,9,8,f,f,flexible,f,f,1,0.49
Monroe Area /Uber Convenient,41612742,Edna,8/16/15,f,1,1,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,89,2,,,,,1,$0.00 ,3,10,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Basement private suite,18009539,Laura,7/12/14,f,1,1,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Futon,75,2,,,200,$50.00 ,2,$25.00 ,2,4,299,10/3/15,1,8/8/14,8/8/14,3,100,10,10,f,f,moderate,f,f,1,0.07
Franklin's First Home -  Part Two,20282,Frankin,6/5/09,f,2,2,t,t,Woodridge,Washington,DC,20018,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,65,2,350,1325,,$10.00 ,2,$10.00 ,1,1125,363,10/3/15,5,6/2/15,9/28/15,4,88,10,10,f,t,strict,f,f,2,1.21
Amazing Super Sized Accommodations!,4212613,Valida,11/21/12,f,2,2,t,t,North Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,55,2,329,1260,,$10.00 ,1,$25.00 ,1,15,332,10/3/15,63,4/8/13,9/15/15,4,92,9,9,f,f,moderate,t,t,2,2.08
Spacious Basement in Michigan Park,3318111,Rachel,8/20/12,f,2,2,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,4,1,1,1,Real Bed,67,2,375,1150,,,2,$5.00 ,1,1125,78,10/3/15,11,4/10/15,8/7/15,3,84,9,10,f,f,flexible,f,f,2,1.86
Pope Visit 2015...seconds away!,33192701,Matthew,5/12/15,f,1,1,t,t,Edgewood,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,1000,6,,,,$100.00 ,3,$100.00 ,1,3,8,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
Walking Distance to Pope & Basilica,41283502,Greg & Randy,8/12/15,f,2,2,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,House,Private room,6,1,1,1,Real Bed,129,2,,,,$50.00 ,2,$60.00 ,1,1125,358,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Economist Special in Family Home!,12239314,Rosemary Treadway,2/14/14,f,2,2,t,t,,Washington,DC,20017,"Washington, DC",f,House,Private room,2,1,1,1,Real Bed,55,2,250,850,,,1,$0.00 ,2,150,47,10/3/15,19,2/21/15,9/7/15,4,91,10,9,f,f,flexible,f,f,2,2.53
Brookland Apartment 4,28827689,Carolyn,3/5/15,f,23,23,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,89,2,,,,,1,$0.00 ,1,1125,275,10/3/15,4,4/30/15,8/24/15,3,75,9,10,f,f,strict,f,f,23,0.76
Elegant Comfort by Brookland Metro,33313857,Timothy,5/13/15,f,3,3,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Bed & Breakfast,Private room,2,1,1,2,Real Bed,75,2,450,1500,,,1,$0.00 ,2,1125,343,10/3/15,10,6/6/15,9/12/15,4,94,10,9,f,f,moderate,f,f,3,2.5
Condo near Catholic University!,23117246,Vivian,10/29/14,f,1,1,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Entire home/apt,5,2.5,3,3,Real Bed,150,2,,,,,4,$50.00 ,1,1125,357,10/3/15,3,4/1/15,6/16/15,3,73,8,6,f,f,flexible,f,f,1,0.48
Brookland fully private room & bath,7839545,Sharlene,7/31/13,f,1,1,t,t,Brookland,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,500,5,,,,,1,$0.00 ,1,1125,0,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
A stylish & comfy spot in the city,41001380,Gregory,8/9/15,f,1,1,t,t,Edgewood,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,400,5,1100,2600,,$50.00 ,2,$50.00 ,1,1125,28,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Walk to Papal Mass, CUA, and Metro",325812,Stephanie,12/23/10,f,1,1,t,f,Michigan Park,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,2,,,,,1,$0.00 ,1,1125,0,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Sunny Upstairs Room - Michigan Park,3318111,Rachel,8/20/12,f,2,2,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,3,1,1,1,Real Bed,67,2,,,,,2,$5.00 ,1,1125,72,10/3/15,55,12/5/14,9/24/15,4,89,9,9,f,f,flexible,f,f,2,5.45
Casa de Bowden,42987270,Kirsten,8/31/15,f,2,2,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Entire home/apt,10,4,4,3,Real Bed,400,5,3800,5500,,$65.00 ,1,$0.00 ,1,1125,360,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Brookland/CUA Apartment + Backyard,10902045,Maureen,12/30/13,f,1,1,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,Apartment,Entire home/apt,6,1,2,3,Real Bed,299,4,,,,,1,$0.00 ,3,4,0,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Large Room in renovated house,230348,Jamie,9/10/10,f,1,1,t,t,,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,42,1,400,,250,,1,$50.00 ,4,1125,283,10/3/15,15,6/25/14,8/7/15,3,95,10,9,f,f,moderate,f,f,1,0.97
Plush Room Rent - Pope Visit to DC,16672449,Madarocka,6/11/14,f,1,1,t,f,Edgewood,Washington,DC,20064,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,1200,6,,,,,1,$0.00 ,2,4,0,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Brookland Apartment 2,28827689,Carolyn,3/5/15,f,23,23,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Private room,2,1,1,2,Real Bed,89,2,,,,,1,$0.00 ,1,1125,276,10/3/15,1,5/23/15,5/23/15,2,100,8,10,f,f,strict,f,f,23,0.22
Brookland 2 Bedroom Apartment 9,28827689,Carolyn,3/5/15,f,23,23,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Apartment,Private room,4,1,1,2,Real Bed,150,2,,,,,1,$0.00 ,1,1125,275,10/2/15,5,4/13/15,7/30/15,3,96,9,9,f,f,strict,f,f,23,0.86
Hip Home in Little Rome,6296353,Sahra & Zander,5/8/13,f,1,1,t,t,Michigan Park,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,42,1,,,,$6.00 ,1,$0.00 ,1,1125,294,10/2/15,17,8/7/15,9/27/15,4,98,10,10,f,f,flexible,f,f,1,8.79
Charming Victorian 2 Blks to Metro,33313857,Timothy,5/13/15,f,3,3,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,85,2,460,1700,,,1,$0.00 ,2,30,341,10/2/15,15,5/25/15,9/10/15,4,95,10,10,f,f,moderate,f,f,3,3.41
Pope Visit - Near Catholic Basilica,41283502,Greg & Randy,8/12/15,f,2,2,t,f,Brookland,Washington,DC,20017,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,300,4,,,,,1,$0.00 ,3,1125,12,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Sunny Studio--Great View & Location,8242295,Amy,8/18/13,f,1,1,t,f,16th Street Heights,Washington,DC,20010,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,500,,200,,1,$0.00 ,3,1125,83,10/3/15,14,9/16/13,8/30/15,3,100,10,10,f,f,moderate,f,f,1,0.56
"1BR Apt, full kitchen, steps2metro",1624394,Jen,1/18/12,f,2,2,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,6,1,1,3,Real Bed,80,2,,3150,150,$5.00 ,2,$25.00 ,1,330,253,10/3/15,90,3/24/12,9/29/15,4,93,10,10,f,f,moderate,f,f,2,2.09
New hip apartment minutes to metro,16245062,Jonathan & Cynthia,6/1/14,f,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,850,3000,,$35.00 ,2,$20.00 ,2,1125,316,10/2/15,9,6/21/14,5/18/15,2,98,10,10,f,f,moderate,f,f,1,0.57
Charming large private suite,2809940,Graeme & Misha,7/2/12,t,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,115,2,,,,,1,$0.00 ,2,25,362,10/2/15,31,6/10/14,8/2/15,3,99,10,10,f,f,moderate,f,f,1,1.93
Spacious Petworth Apartment ,3452920,Isaac,9/2/12,f,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,2,1,1,1,Real Bed,84,2,,,100,$60.00 ,1,$0.00 ,2,25,60,10/2/15,8,3/14/15,7/24/15,3,95,10,10,f,f,strict,f,f,1,1.18
HUGE In-law Suite,36270684,Jonah,6/20/15,f,1,1,t,f,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,110,2,,,,,1,$0.00 ,1,1125,351,10/2/15,9,8/15/15,9/27/15,4,100,10,10,f,t,flexible,f,f,1,5.4
Chic Living in Columbia Heights,8503228,Julia,8/28/13,t,1,1,t,t,Columbia Heights,"Washington, D.C.",DC,20010,"Washington, D.C., DC",t,Apartment,Private room,2,1,1,1,Real Bed,75,2,400,,150,,1,$15.00 ,2,1125,280,10/2/15,41,10/14/13,12/29/14,1,98,10,10,f,f,flexible,f,f,1,1.71
Lovely room not far from downtown,16742084,Nick,6/13/14,f,1,1,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,40,1,,,,$10.00 ,1,$10.00 ,1,1125,69,10/2/15,1,7/17/15,7/17/15,3,80,10,10,f,f,moderate,f,f,1,0.38
Beautiful Apt @ Petworth Metro,20870905,Yll,9/2/14,f,1,1,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,88,2,524,,,$15.00 ,3,$20.00 ,1,1125,47,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Spacious Brightwood Apartment,27789799,Kevann,2/15/15,f,1,1,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,50,1,360,975,,,1,$15.00 ,1,1125,284,10/3/15,4,5/27/15,8/25/15,3,93,10,9,f,f,flexible,f,f,1,0.92
Old World Washingtonian Home,2431022,Oscar,5/21/12,f,5,5,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,4,2.5,2,2,Real Bed,120,2,,,150,,1,$0.00 ,1,1125,358,10/3/15,20,3/30/14,8/24/15,3,85,9,9,f,f,strict,f,f,5,1.08
Columbia Heights/Petworth,23083652,Robert,10/28/14,f,1,1,t,f,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Townhouse,Entire home/apt,4,1,2,2,Real Bed,185,3,1125,4800,,$45.00 ,1,$0.00 ,2,1125,94,10/3/15,7,7/6/15,8/29/15,3,89,9,9,f,f,strict,f,f,1,2.33
Studio Rental in the Heart of DC,4383284,Trina,12/11/12,f,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,950,1800,100,$120.00 ,2,$50.00 ,1,1125,365,10/3/15,7,8/2/13,10/1/15,4,91,9,10,f,f,flexible,t,t,1,0.26
LIGHT&BRIGHT ROOM IN VIBRANT COHI !,16172419,Leah,5/30/14,f,1,1,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,57,2,348,998,95,$48.00 ,2,$25.00 ,1,1125,322,10/3/15,1,8/8/15,8/8/15,3,100,10,10,f,f,flexible,f,f,1,0.53
Modern & Homey 2BR w/ Great Light,10429559,Austen,12/4/13,f,2,2,t,f,Columbia Heights,Washington,DC,20010,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,94,2,,,,$50.00 ,1,$0.00 ,3,1125,10,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,2,
Sunny & Artsy Petworth 1BR,3008145,Hamzah,7/21/12,f,1,1,t,t,Petworth,Washington,DC,20010,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,2,600,,,$25.00 ,1,$10.00 ,1,4,353,10/3/15,9,1/1/15,7/18/15,3,93,10,9,f,f,flexible,f,f,1,0.98
Newly renovated apt. in Petworth,15268222,Gabby,5/8/14,f,1,1,t,f,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,89,2,400,1400,100,$80.00 ,2,$15.00 ,1,1125,167,10/3/15,3,6/19/15,9/28/15,4,100,10,9,f,f,strict,f,f,1,0.84
Studio Apartment Next to Metro!,37159894,Chris,6/30/15,f,1,1,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,80,2,,,,,1,$0.00 ,1,1125,69,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Spacious Studio Apartment + Parking,37014,Lara & Alex,9/8/09,f,25,25,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,4,1,0,1,Real Bed,85,2,,,300,$90.00 ,4,$20.00 ,3,1125,344,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,22,
Petworth--Half Block Walk to Metro,6717265,Eric,6/3/13,f,1,1,t,t,16th Street Heights,Washington,DC,20010,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,2,600,2099,,$65.00 ,1,$0.00 ,2,31,345,10/3/15,1,9/17/15,9/17/15,4,80,10,10,f,f,moderate,f,f,1,1
"1BD Roomy, Bright, Private and Cozy",2379779,Dario,5/15/12,f,2,2,t,t,Manor Park,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,72,2,489,1499,,,1,$0.00 ,2,30,357,10/3/15,17,5/19/15,9/28/15,4,98,10,10,f,t,strict,f,f,2,3.7
Beautiful/Spacious Basement Space,37091776,Marsada,6/29/15,f,1,1,t,f,Petworth,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,65,2,400,1350,,,1,$0.00 ,7,1125,67,10/3/15,0,0,0,0,,,,f,t,flexible,f,f,1,
Private bedroom in lovely rowhouse,21420084,Noah,9/16/14,f,2,2,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Private room,1,1,1,1,Real Bed,65,2,300,1150,,,1,$0.00 ,7,1125,353,10/3/15,6,12/28/14,2/7/15,1,77,8,7,f,f,flexible,f,f,2,0.64
Luxury Condo In NW Washington DC,3027744,Dylan,7/23/12,f,1,1,t,f,Manor Park,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,97,2,665,2275,,,3,$25.00 ,2,1125,343,10/3/15,130,9/5/12,9/20/15,4,91,9,9,f,f,moderate,f,f,1,3.47
Ground Floor Hideaway,2431022,Oscar,5/21/12,f,5,5,t,t,,Washington,DC,20011,"Washington, DC",f,Apartment,Private room,2,2,1,2,Real Bed,55,2,,,,,1,$0.00 ,1,1125,356,10/3/15,6,8/4/15,9/14/15,4,93,9,10,f,f,strict,f,f,5,2.95
Petworth Rowhouse Basement Studio,22027428,John,10/1/14,f,1,1,t,f,16th Street Heights,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,2,,,,,1,$0.00 ,1,1125,280,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Cozy room 20 secs walk to the Metro,315148,John,12/10/10,f,19,19,t,t,Petworth,Washington,DC,20010,"Washington, DC",t,House,Private room,1,3,1,1,Real Bed,45,1,300,760,,$20.00 ,0,$0.00 ,4,365,286,10/3/15,1,8/31/15,8/31/15,3,80,8,6,f,f,strict,f,f,11,0.88
Luxury 1 BR Near Metro Line,45391548,Kouri,9/29/15,f,1,1,t,f,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,675,2750,,,1,$15.00 ,2,1125,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Modern 1 Bdrm Unit w/ Pvt Entry,342154,Ruben + Joaquin,1/10/11,t,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,4,1,1,2,Real Bed,99,2,650,2200,,$45.00 ,4,$25.00 ,2,30,312,10/3/15,25,1/9/15,7/29/15,3,98,10,10,f,f,moderate,f,f,1,2.8
1 room with private bath,4671183,Eric And Linda,1/11/13,f,1,1,t,f,Brightwood,Washington,DC,20011,"Washington, DC",t,House,Private room,1,1,1,1,Couch,100,2,,,,,1,$0.00 ,1,5,365,10/3/15,1,1/23/13,1/23/13,1,97,10,10,f,f,flexible,f,f,1,0.03
2 bedroom apt close to transit,3238684,Jeff,8/12/12,f,2,2,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,Apartment,Entire home/apt,6,1,2,2,Real Bed,150,2,700,2700,,$75.00 ,4,$10.00 ,2,35,305,10/3/15,15,2/7/15,9/22/15,4,95,10,10,f,f,moderate,f,f,2,1.88
Metro Style Living in Washington DC,315148,John,12/10/10,f,19,19,t,t,Petworth,Washington,DC,20010,"Washington, DC",t,Apartment,Private room,1,2.5,1,1,Real Bed,32,1,220,710,,$20.00 ,0,$0.00 ,4,365,348,10/3/15,1,7/2/15,7/2/15,3,80,6,2,f,f,strict,f,f,11,0.32
Historic DC Row house - Porch&ART!,4617,Shawn & Richard,11/25/08,f,2,2,t,f,Manor Park,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,5,3.5,4,3,Real Bed,140,2,,,,,2,$0.00 ,2,30,135,10/3/15,21,9/15/10,8/24/15,3,94,9,9,f,f,strict,f,f,2,0.34
Old World Washington Home,2431022,Oscar,5/21/12,f,5,5,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,59,2,,,,,1,$0.00 ,1,1125,353,10/3/15,57,1/21/14,9/14/15,4,91,9,9,f,f,strict,f,f,5,2.75
Cozy room in updated DC rowhouse,5137741,Lisa,2/18/13,f,1,1,t,t,Petworth,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1,1,1,Pull-out Sofa,63,2,375,,,$11.00 ,1,$0.00 ,1,7,141,10/3/15,10,7/6/15,9/30/15,4,100,10,10,f,f,flexible,f,f,1,3.33
Bedroom in Historic DC Rowhouse!,3130297,Diana & Felix,8/1/12,f,2,2,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,85,2,,,,$15.00 ,1,$10.00 ,1,30,365,10/3/15,49,8/30/14,9/27/15,4,89,9,9,f,f,strict,f,f,2,3.68
Large Victorian Mini Mansion ,23428558,Sandra,11/6/14,f,1,1,t,f,16th Street Heights,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,16,8,10,13,Real Bed,1250,6,,,1500,$300.00 ,16,$45.00 ,3,1125,283,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
5 Bedrooms Family-Friends Homeaway,553227,Tunde   Sunny,5/3/11,f,3,3,t,t,Petworth,"Washington, D.C.",DC,20011,"Washington, D.C., DC",t,House,Entire home/apt,16,3.5,5,5,Real Bed,299,4,1990,8200,,$155.00 ,10,$15.00 ,3,365,310,10/3/15,8,12/30/14,9/6/15,4,85,9,8,f,f,strict,f,f,3,0.86
[1538] Lovely 5 Bed Single Family,25188,Seamless,7/10/09,f,480,480,t,t,16th Street Heights,Washington,DC,20011,"Washington, DC",t,House,Entire home/apt,10,2,5,5,Real Bed,520,6,,6500,,$300.00 ,10,$25.00 ,3,730,365,10/3/15,6,11/1/10,8/17/15,3,72,9,9,f,f,super_strict_30,f,t,5,0.1
