name,host_id,host_name,host_since,property_type,price,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,is_location_exact,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,security_deposit,guests_included,minimum_nights,maximum_nights,availability_365,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,city,state,bed_type,cleaning_fee,extra_people,calendar_last_scraped
Perfect studio in 2!,3719464,Paula,9/30/12,1,90,2,1,1,14,20009,0,1,2,1,1,1,0,4,1,0,1,630,1900,0,1,3,1125,89,6/29/15,6/29/15,3,0,0,0,1,1,0,0,1,0.31,Washington,DC,Real Bed,0,0,10/3/15
Care for my Cats & Sleep Cheap -1BR,667702,Dana,6/5/11,1,80,2,1,19,14,20009,0,1,2,1,1,1,0,2,1,1,1,0,0,150,2,4,10,47,12/13/13,10/29/14,4,88,9,8,1,2,0,0,1,0.86,Washington,DC,Real Bed,25,0,10/3/15
Meridian Hill Garden Apt,34137694,David,5/24/15,1,105,2,1,3,14,20009,0,1,2,1,1,1,0,3,1,1,1,700,0,0,1,1,1125,317,7/6/15,9/15/15,4,100,10,10,1,1,0,0,1,1,Washington,DC,Real Bed,50,0,10/3/15
Quiet With a View of the Whole City,152923,Hope,6/26/10,1,125,2,1,4,14,20009,0,1,55,1,1,1,0,3,1,1,1,800,0,100,2,3,1125,260,8/2/14,4/12/15,2,95,10,10,1,2,0,0,1,0.28,Washington,DC,Real Bed,75,50,10/3/15
Spacious Sun-Filled Studio-Dupont!,12332821,Paola,2/17/14,1,85,2,1,0,15,20009,1,1,2,1,1,1,0,2,1,0,1,0,0,100,1,4,1125,313,0,0,0,0,0,0,1,3,0,0,1,0,"Washington, D.C.",DC,Real Bed,25,0,10/3/15
Embassy Suite on Embassy Row!,8008783,Cliff,8/7/13,1,275,4,1,9,14,20008,0,1,55,30,30,1,0,5,1,1,3,0,0,0,2,3,1125,310,1/17/14,9/21/15,4,93,9,10,1,3,0,0,27,0.43,Washington,DC,Real Bed,150,5,10/3/15
Sleeping Loft in 2BR near U Street,8713526,Rae,9/8/13,1,79,2,3,1,14,20009,0,1,2,2,2,1,0,1,1,1,1,0,0,200,1,3,28,33,4/7/14,4/7/14,2,100,8,10,1,2,1,0,2,0.06,Washington,DC,Real Bed,25,0,10/3/15
2 Charm,6527,Ami,1/13/09,1,45,1,3,39,14,20009,0,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,14,350,10/25/09,3/12/15,2,95,10,9,1,2,0,0,2,0.54,Washington,DC,Pull-out Sofa,0,20,10/3/15
Comfy pull-out in sunny AdMo flat,9944414,Ryan And Jono,11/11/13,1,80,2,3,9,14,20009,0,1,2,1,1,1,0,2,1,1,1,540,1350,0,1,1,1125,325,7/15/15,9/14/15,4,100,10,10,1,2,0,0,1,3.33,Washington,DC,Pull-out Sofa,0,0,10/3/15
Cozy Studio Apartment,12036166,Erica,2/7/14,1,60,2,1,0,14,20009,1,1,2,1,1,1,0,2,1,0,1,420,0,500,2,7,25,280,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,60,0,10/3/15
Spacious 1bd in Exclusive Area,6295853,Cameron,5/8/13,1,125,2,1,0,14,20008,0,1,55,1,1,1,0,3,1,1,1,0,0,0,1,2,4,61,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Adams Morgan- Sun filled apartment,41315561,Hania,8/12/15,1,170,3,1,0,14,20009,1,1,55,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,24,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Bright and Modern U Street Studio,2077502,Ross,4/5/12,1,102,2,1,29,14,20009,0,1,2,1,1,0,0,2,1,0,1,699,2399,200,1,3,365,283,1/26/14,9/29/15,4,88,9,10,1,3,0,0,1,1.41,Washington,DC,Real Bed,75,0,10/3/15
Rowhome 1bd/1bth in Amazing Area,10962882,Heath,1/2/14,1,120,2,1,6,14,20009,0,1,55,1,1,1,0,2,1,1,1,725,2900,0,2,2,1125,328,8/12/15,9/8/15,4,97,10,10,1,3,0,0,1,3.4,Washington,DC,Real Bed,30,10,10/2/15
Lovely studio near Dupont Circle,583741,Kristen,5/12/11,1,115,2,1,30,14,20008,0,1,55,1,1,1,0,2,1,0,1,750,2600,105,1,1,1125,339,6/30/15,10/1/15,4,93,10,10,1,2,0,0,1,9.38,Washington,DC,Futon,10,0,10/2/15
Modern Comfort in Nation's Capital,12243051,Flatbook,2/14/14,1,117,2,1,5,14,20009,0,1,55,222,222,1,0,2,1,1,1,0,0,400,1,3,1125,0,5/17/15,8/7/15,3,96,10,10,1,2,0,0,5,1.07,Washington,DC,Real Bed,95,0,10/2/15
White and Airy in U St/Dupont/Admo,13242517,Jamie,3/17/14,1,125,2,1,8,14,20009,0,1,2,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,76,8/2/14,7/30/15,3,95,10,10,1,1,0,0,1,0.56,Washington,DC,Real Bed,85,0,10/2/15
"Modern 2 bedroom, hip 2",1515440,Beth,12/18/11,1,199,3,1,0,14,20009,0,1,2,2,2,1,0,4,2,2,2,0,0,0,1,1,15,10,0,0,0,0,0,0,1,1,0,0,2,0,Washington,DC,Real Bed,0,0,10/2/15
Comfy Private Apartment,4411099,Iliana,12/15/12,1,85,2,1,3,14,20009,0,1,2,1,1,1,0,4,1,1,1,0,0,0,1,1,1125,60,12/1/14,4/6/15,2,100,9,9,1,2,0,0,1,0.29,Washington,DC,Real Bed,15,0,10/2/15
"Gorgeous Washington, D.C. Getaway ",9335278,Jennifer,10/9/13,1,135,2,1,39,14,20009,1,1,2,1,1,1,0,2,1,1,2,800,2450,500,1,1,1125,359,11/3/13,9/22/15,4,90,10,9,1,1,0,0,1,1.67,Washington,DC,Real Bed,20,0,10/2/15
Large private bed + bath in Admo,19865027,Kevin,8/11/14,1,99,2,2,9,14,20009,0,0,2,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,328,10/11/14,7/11/15,3,98,10,10,1,2,0,0,1,0.75,Washington,DC,Real Bed,0,15,10/2/15
Central 1-Bedroom Apartment,24126631,Jonathan,11/24/14,1,150,2,1,12,14,20009,0,1,2,2,2,1,0,2,1,1,1,0,0,0,1,1,1125,357,4/17/15,9/27/15,4,98,10,10,1,2,0,0,2,2.12,Washington,DC,Real Bed,0,0,10/2/15
Dupont private room/bath/entrance,1768039,Elizabeth,2/17/12,1,85,2,2,9,14,20009,1,1,2,2,2,1,0,2,1,1,1,0,0,100,2,2,30,39,5/27/15,9/2/15,4,89,10,9,1,1,0,0,2,2.08,Washington,DC,Real Bed,0,25,10/2/15
Sun-lit 2 Apartment,33766292,Russ,5/19/15,1,83,2,1,3,14,20009,1,1,2,1,1,1,0,2,1,1,1,0,0,0,1,2,1125,65,7/17/15,9/25/15,4,100,10,10,1,1,0,0,1,1.14,Washington,DC,Real Bed,35,0,10/2/15
Brand New Luxury Apt - 2,10315194,D,11/28/13,1,70,2,2,14,14,20009,0,1,2,1,1,1,0,2,1,1,1,672,2373,0,1,1,1125,352,6/28/15,9/28/15,4,95,10,9,1,2,0,0,1,4.29,Washington,DC,Real Bed,0,15,10/2/15
"Sunny, Spacious & Fully Furnished ",30607391,Dan,4/4/15,1,99,2,1,0,14,20009,1,1,2,1,1,1,0,2,1,1,1,0,0,0,1,5,1125,154,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Clean/comfy private bedroom in DC!,43959244,Jessica,9/11/15,1,72,2,2,4,14,20009,1,1,2,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,23,9/21/15,9/26/15,4,75,8,7,1,1,0,0,1,4,Washington,DC,Real Bed,0,0,10/2/15
Apartment Above Bars n 2,42914657,Philip,8/30/15,1,110,2,2,0,14,20009,1,1,2,1,1,1,0,1,1,1,1,0,0,0,1,1,1125,7,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Dupont Circle Sunny Spectacular,32067,Melissa,8/17/09,1,165,3,1,50,14,20009,1,1,32,4,4,1,1,3,1,1,1,1200,2500,0,2,2,7,335,4/25/10,9/9/15,4,95,9,10,1,3,1,1,4,0.75,Washington,DC,Real Bed,100,35,10/2/15
Dupont 2 Sunny Retreat,45390384,Ari,9/29/15,1,159,3,1,0,14,20009,0,1,2,4,4,1,0,4,1,1,2,995,2795,150,4,1,1125,243,0,0,0,0,0,0,1,3,0,0,4,0,Washington,DC,Real Bed,75,15,10/2/15
Taft Bridge Inn Room w Shared Bath,2334290,Taft Bridge Inn,5/9/12,2,89,2,2,5,14,20009,1,1,55,4,4,1,0,1,2,1,1,599,0,0,1,1,1125,237,8/8/14,7/23/15,3,100,10,10,1,3,0,0,4,0.36,Washington,DC,Real Bed,13,0,10/2/15
Sunny Studio in 2!,26489464,Tracey,1/21/15,1,99,2,1,5,14,20009,0,1,2,1,1,1,0,2,1,0,2,629,0,0,2,2,1125,5,8/9/15,9/25/15,4,100,10,10,0,1,0,0,1,2.68,Washington,DC,Real Bed,0,0,10/2/15
Dupont Circle Charming 1-bdrm,297969,Jessica,11/24/10,1,130,2,1,4,14,20009,0,1,55,2,2,1,0,2,1,1,1,0,0,0,2,2,15,284,10/9/14,11/16/14,4,90,10,10,1,2,0,0,1,0.33,Washington,DC,Real Bed,40,0,10/2/15
Entire home/apt 2B+2b and balcony,1276558,Leticia,10/11/11,6,225,3,1,1,14,20009,1,1,2,1,1,1,1,4,2,2,3,1300,0,0,4,1,1125,341,7/5/15,7/5/15,3,100,10,10,1,3,0,0,1,0.33,Washington,DC,Real Bed,50,30,10/2/15
Lovely one bed/bath - very private,13237836,Donna Marie,3/17/14,1,150,2,1,4,14,20009,1,1,55,1,1,1,0,2,1,1,1,655,2150,0,1,1,1125,337,6/4/15,9/9/15,4,100,10,9,1,2,0,0,1,0.98,Washington,DC,Real Bed,0,0,10/2/15
Stunning Space in Premier Location,4897930,Daniel,1/29/13,8,125,2,1,49,14,20009,0,1,26,2,2,1,0,4,1,1,2,0,0,150,4,3,365,354,7/19/14,9/27/15,4,83,8,8,0,1,0,0,2,3.33,Washington,DC,Real Bed,90,25,10/2/15
"Sunny, clean, and simple 1-bedroom ",1886939,Samuel,3/8/12,1,100,2,1,0,14,20009,0,1,2,1,1,1,0,2,1,1,1,0,0,500,2,1,1125,350,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,50,50,10/3/15
2 Bedroom Top Floor Corner Unit,3941224,Yama,10/21/12,1,225,3,1,3,14,20009,0,1,2,1,1,1,0,2,1,2,2,1500,0,0,1,4,1125,126,3/14/15,5/19/15,2,100,9,10,1,2,0,0,1,0.44,Washington,DC,Real Bed,75,0,10/3/15
1BD in heart of Adams Morgan,5861693,Céline,4/10/13,1,105,2,1,3,14,20009,1,1,55,1,1,1,0,2,1,1,1,700,0,0,1,4,10,225,7/6/14,9/14/15,4,87,9,7,1,1,0,0,1,0.2,Washington,DC,Real Bed,0,0,10/3/15
"Master BR, private bath&patio; AdMo",501458,Kurt,4/11/11,1,119,2,2,0,14,20009,0,1,2,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,5,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,25,20,10/3/15
More than a room: an art gallery,29501630,Jack,3/17/15,6,105,2,2,34,14,20009,0,1,2,1,1,1,0,2,1,1,1,650,2350,0,1,2,1125,325,4/6/15,9/27/15,4,90,9,8,1,1,0,0,1,5.64,Washington,DC,Real Bed,0,10,10/3/15
Comfy Futon in the Heart of City!,5167035,Evelina,2/20/13,1,51,2,3,87,14,20009,0,1,2,1,1,1,0,2,1,1,1,350,1400,0,2,1,1125,309,7/22/13,9/18/15,4,87,9,9,1,2,0,0,1,3.25,Washington,DC,Futon,0,0,10/3/15
Sunny Apt Near Metro & Restaurants,7249654,Matt & Kame,7/2/13,1,168,3,1,22,14,20009,0,0,2,1,1,1,0,4,1.5,2,2,1117,3998,200,2,2,28,154,1/5/15,7/20/15,3,99,10,10,1,2,0,0,1,2.43,Washington,DC,Real Bed,30,10,10/3/15
Cool 1BD with terrace,10216396,Juan,11/23/13,1,110,2,1,38,14,20009,0,1,2,2,2,1,0,2,1,1,1,560,0,0,1,1,1125,238,2/18/14,7/19/15,3,90,10,9,1,1,0,0,2,1.92,Washington,DC,Real Bed,0,0,10/3/15
[1520]Spacious 1 BR 1.5 Bath Duplex,25188,Seamless,7/10/09,1,209,3,1,7,14,20008,0,1,55,480,480,1,0,2,1.5,1,1,0,4100,0,1,4,365,364,9/28/11,8/30/15,3,89,9,9,1,4,0,1,5,0.14,Washington,DC,Real Bed,150,0,10/3/15
Sunny Apartment in 2 DC!,10569373,Mayra,12/11/13,1,100,2,1,1,14,20009,1,1,2,5,5,1,0,3,1,1,1,560,1890,0,1,10,1125,301,9/25/15,9/25/15,4,100,10,10,1,2,0,0,5,1,Washington,DC,Real Bed,0,0,10/3/15
Gorgeous 1BR loft in 2,22840057,Noosh,10/22/14,1,200,3,1,0,14,20009,0,1,2,1,1,1,0,3,2,1,2,0,0,100,1,1,1125,320,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Cozy studio in 2,23623385,Mariela,11/11/14,1,75,2,1,6,14,20009,0,1,2,1,1,1,0,4,1,0,1,600,1800,0,1,4,1125,1,12/1/14,7/12/15,3,83,8,10,1,1,0,0,1,0.59,Washington,DC,Real Bed,50,0,10/2/15
Penthouse in the heart of DC,31110684,Emmanouela,4/12/15,1,127,2,1,0,14,20008,1,1,55,1,1,1,0,2,1,1,1,0,0,0,1,14,30,55,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Cute 2BR apt in 2!,5757993,Aline,4/3/13,1,180,3,1,26,14,20009,1,1,2,1,1,1,0,4,1,2,2,1100,3100,300,4,10,20,153,5/6/13,10/20/14,4,95,10,10,1,3,0,1,1,0.89,Washington,DC,Real Bed,75,10,10/2/15
Great Space steps from the Zoo,9145812,Chris,9/30/13,1,200,3,1,0,14,20009,0,1,67,1,1,1,0,3,1,1,1,0,0,0,1,1,1125,361,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Master Bedroom in 2,4531864,Neha,12/30/12,1,50,1,2,0,14,20009,1,1,2,1,1,1,0,1,1,1,1,0,0,0,1,4,1125,31,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
"Charming one bedroom, heart of city",7833035,Marcella,7/30/13,8,80,2,2,15,14,20009,1,1,96,3,3,1,0,2,1,1,1,0,0,0,1,1,1125,290,7/25/15,9/27/15,4,100,10,10,1,1,0,0,3,6.34,Washington,DC,Real Bed,0,0,10/3/15
Cozy Embassy Row Studio near Dupont,30732781,Maria,4/6/15,1,75,2,1,3,14,20008,0,1,55,1,1,1,0,2,1,0,1,500,0,0,1,1,1125,48,8/1/15,8/7/15,3,100,10,10,1,1,0,0,1,1.41,Washington,DC,Real Bed,15,0,10/2/15
A beautiful flat in 2,4071043,Grace,11/5/12,1,135,2,1,154,14,20009,0,1,2,1,1,1,0,6,1,2,3,0,0,100,2,1,1125,353,11/25/12,9/8/15,4,92,9,9,0,3,0,0,1,4.43,Washington,DC,Real Bed,40,40,10/3/15
Beautiful 1 Bdrm in 2,1120962,Laura,9/6/11,1,120,2,1,10,14,20009,0,1,2,1,1,1,0,3,1,1,1,0,0,0,2,1,1125,0,12/1/13,7/6/15,3,84,9,9,1,2,0,0,1,0.45,Washington,DC,Real Bed,0,10,10/2/15
Best Host   Best location,3848546,Lili,10/12/12,1,120,2,2,0,14,20008,1,1,55,1,1,1,0,2,1,1,1,600,2200,0,1,1,1125,208,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Private Bedroom - Kalorama Park,43012756,David,8/31/15,1,89,2,2,0,14,20009,1,1,55,3,3,1,0,2,1,1,1,0,0,0,2,1,1125,90,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,20,20,10/2/15
Near Everything Dupont Circle Home,1369442,Ted,11/4/11,8,185,3,1,38,14,20008,0,1,55,3,3,1,0,4,1.5,2,3,0,0,300,2,1,31,351,4/4/13,9/17/15,4,97,10,9,1,3,0,0,3,1.25,Washington,DC,Real Bed,125,50,10/3/15
Adams Morgan Quiet Lrg 2 Bd w/Porch,5498,Eddie & Joanie,12/24/08,1,160,3,1,9,14,20009,0,1,55,1,1,1,0,4,1,2,2,1000,4000,300,3,7,365,328,1/1/10,3/11/14,2,99,10,10,1,3,0,0,1,0.13,Washington,DC,Real Bed,125,15,10/3/15
Dupont 2 Fancy Getaway,40629622,Kenneth,8/5/15,1,189,3,1,0,14,20009,1,1,2,4,4,1,0,6,1,2,4,1195,3895,250,6,1,1125,340,0,0,0,0,0,0,1,3,0,0,4,0,Washington,DC,Real Bed,95,15,10/3/15
Bright & Spacious 1 BR Apt in DC,21617308,Haim,9/21/14,1,99,2,1,15,14,20009,0,1,2,1,1,1,0,3,1,1,1,0,0,399,2,2,5,25,10/2/14,7/27/15,3,92,10,9,1,2,0,0,1,1.23,Washington,DC,Real Bed,39,60,10/3/15
"Hip, Exquisite Top Floor 1BD",4227587,Brett & Hanna,11/23/12,1,125,2,1,8,14,20009,0,1,2,1,1,1,0,4,1,1,1,0,0,0,1,3,1125,268,4/15/15,9/27/15,4,100,10,10,1,2,0,0,1,1.4,Washington,DC,Real Bed,35,0,10/3/15
Luxury Suite in Embassy Row Home,24902540,Rochelle,12/16/14,8,150,2,2,8,14,20008,1,1,55,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,348,7/22/15,9/27/15,4,98,10,10,1,1,0,0,1,3.24,Washington,DC,Real Bed,0,0,10/3/15
Sunny & Roomy Adams Morgan 1BRCondo,4355497,Edan,12/8/12,1,155,3,1,14,14,20009,0,1,55,1,1,1,0,4,1,1,1,0,2950,200,1,3,365,238,3/9/13,10/2/14,4,90,9,9,1,2,0,0,1,0.45,Washington,DC,Real Bed,75,35,10/3/15
Beautiful Condo Sublet in AdMo,19854391,Gen,8/11/14,1,150,2,1,0,14,20009,0,1,2,1,1,1,0,3,2,2,2,0,3300,2500,1,14,30,349,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,0,25,10/2/15
Spacious Studio  In Great Location,10438837,Roxanne,12/4/13,1,80,2,1,8,14,20009,1,1,2,1,1,1,0,3,1,0,1,500,1325,0,1,1,1125,169,4/12/15,6/3/15,3,88,9,9,1,1,0,0,1,1.37,Washington,DC,Real Bed,0,0,10/2/15
Cozy DC!,14268157,Gohar,4/14/14,1,110,2,1,57,14,20008,0,0,55,4,4,1,0,4,1,1,1,1095,3600,0,2,1,1125,69,9/3/14,7/2/15,3,96,10,10,1,3,0,0,3,4.32,Washington,DC,Real Bed,50,40,10/2/15
Cozy & Bright 1BR in Washington DC,12243051,Flatbook,2/14/14,1,130,2,1,4,14,20009,0,1,55,222,222,1,0,2,1,1,1,0,0,400,1,3,1125,0,6/18/15,9/1/15,4,95,10,9,1,2,0,0,5,1.11,Washington,DC,Real Bed,95,0,10/2/15
"King bed, comfy apt. in Northwest",10020304,Justin,11/14/13,1,99,2,1,35,14,20001,0,1,10,1,1,1,0,4,1,1,2,0,0,0,2,2,19,0,12/18/13,1/5/15,1,94,9,9,1,2,0,0,1,1.6,Washington,DC,Real Bed,0,15,10/2/15
Victorian Rowhome in Central DC,5176572,Sergey And Jenia,2/21/13,8,68,2,2,27,14,20001,0,1,10,4,4,1,0,1,1.5,1,1,450,0,200,1,1,1125,326,4/24/15,9/28/15,4,96,10,10,1,2,0,0,4,4.97,Washington,DC,Real Bed,15,0,10/3/15
Private Room in Shared Condo,6081168,Katie,4/24/13,1,80,2,2,6,14,20001,0,1,68,2,2,1,0,2,2,1,1,0,0,100,1,1,1125,244,5/17/15,9/23/15,4,100,10,10,1,2,0,0,2,1.29,Washington,DC,Pull-out Sofa,20,0,10/3/15
Private room in classic DC rowhouse,13072565,Anna,3/12/14,8,200,3,2,0,14,20002,0,1,37,1,1,1,0,4,1,1,2,0,0,0,1,2,1125,199,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
"Room in a colorful, sunny house!",4096104,Paul,11/8/12,8,75,2,2,10,14,20002,0,1,37,1,1,1,0,2,1,1,1,430,1680,0,1,1,1125,360,4/20/15,9/25/15,4,98,10,10,1,3,0,0,1,1.8,Washington,DC,Real Bed,0,25,10/2/15
Private 1 BR 1 BA basement/entrance,4391573,Ricardo,12/12/12,8,99,2,2,3,14,20001,1,1,10,2,2,1,0,4,1,1,1,500,1000,0,1,3,7,148,4/13/15,5/19/15,2,100,9,10,0,1,0,0,1,0.52,Washington,DC,Real Bed,40,0,10/2/15
Oasis for Pope visit,14966767,Rob,5/1/14,1,70,2,1,0,14,20001,0,1,10,1,1,1,0,4,1,1,1,0,0,0,1,1,6,3,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Private bed and bath in heart of NW,15582957,Cheri And Cliff,5/15/14,8,85,2,2,35,14,20001,0,1,10,1,1,1,0,4,1,1,3,550,0,0,3,2,1125,115,2/28/15,9/27/15,4,95,10,10,1,2,0,0,1,4.82,Washington,DC,Real Bed,30,25,10/2/15
Private Basement Apartment,3270657,Aaron,8/15/12,8,115,2,2,1,14,20010,0,1,77,2,2,1,0,2,1,1,1,0,0,0,1,1,1125,120,5/24/15,5/24/15,2,100,10,10,1,1,0,0,2,0.23,Washington,DC,Futon,0,0,10/2/15
The best room for a solo traveller!,11559071,Alex,1/22/14,8,80,2,2,8,14,20001,0,1,68,4,4,1,0,1,1.5,1,1,750,2199,200,1,2,1125,348,10/13/14,9/23/15,4,88,9,10,1,2,0,0,4,0.67,Washington,DC,Real Bed,10,0,10/2/15
Cozy basement room 10 mins to metro,315148,John,12/10/10,8,40,1,2,1,14,20001,0,1,10,19,19,1,0,1,2,1,1,300,730,0,0,4,365,365,8/2/15,8/2/15,3,100,10,10,1,3,0,0,11,0.48,Washington,DC,Real Bed,20,0,10/2/15
2 bdrm basement unit with backyard,27323824,Rasheid,2/6/15,1,149,2,1,32,14,20001,0,1,83,4,4,1,0,6,1,2,5,1099,3999,150,4,1,365,315,5/19/15,9/26/15,4,90,9,9,1,3,0,0,4,6.96,Washington,DC,Real Bed,79,10,10/3/15
Inviting Bloomingdale Master Bed,4128998,Cassandra,11/12/12,8,95,2,2,2,14,20001,0,1,10,1,1,1,0,2,1.5,1,1,0,0,100,1,2,1125,134,5/7/15,5/24/15,2,90,10,9,1,1,0,0,1,0.4,Washington,DC,Real Bed,0,0,10/3/15
Cozy Studio with Private Parkng,10910587,Mariangela,12/30/13,8,110,2,1,14,14,20002,0,1,36,1,1,1,0,2,1,0,1,0,0,150,1,2,1125,301,7/27/14,9/27/15,4,91,10,10,1,2,0,0,1,0.97,Washington,DC,Real Bed,0,0,10/3/15
"Townhouse in Vibrant, Hip Shaw",9573806,Hilary,10/22/13,11,139,2,1,6,14,20001,0,1,94,2,2,1,0,4,1,2,2,869,0,0,1,2,1125,352,7/6/15,9/18/15,4,97,10,9,1,1,0,0,2,2,Washington,DC,Real Bed,78,0,10/3/15
1 BR apt+parking Bloomingdale/NoMa,15830506,Lize & Greg,5/21/14,1,150,2,1,44,14,20001,0,1,10,26,26,1,0,5,1,1,4,1000,3801,100,4,1,29,346,12/30/14,9/24/15,4,91,10,10,1,3,0,0,18,4.75,Washington,DC,Real Bed,70,0,10/3/15
Cozy bedroom in cozy apartment,18396406,Charlotte,7/19/14,1,50,1,2,47,14,20002,0,1,36,1,1,1,0,2,1,1,1,375,1400,0,1,2,1125,105,8/9/14,9/24/15,4,97,10,10,0,2,0,0,1,3.35,Washington,DC,Real Bed,10,0,10/3/15
Historic row home English Apartment,5872012,Kaveh,4/10/13,1,134,2,1,29,14,20001,0,1,10,2,2,1,1,6,1,2,3,845,2945,290,4,2,365,332,10/17/14,9/22/15,4,83,9,8,1,2,0,0,2,2.47,Washington,DC,Real Bed,67,10,10/3/15
Heart of DC 7 Min from Downtown! 1,2863595,Judy,7/8/12,1,25,1,3,2,14,20001,1,1,60,2,2,1,0,1,1,1,1,0,750,0,1,7,1125,344,1/14/15,4/16/15,2,80,9,10,1,3,0,0,2,0.23,Washington,DC,Real Bed,0,0,10/3/15
Partitioned room in a 1bdr apt,315148,John,12/10/10,1,28,1,3,0,14,20001,0,1,10,19,19,1,0,1,1,1,1,350,699,0,1,3,120,321,0,0,0,0,0,0,1,3,0,0,11,0,Washington,DC,Real Bed,0,0,10/3/15
Beautiful Room in trendy area,35590783,Sandra,6/11/15,8,90,2,2,0,14,20001,1,1,10,1,1,1,0,1,1,1,1,585,1000,0,1,1,1125,86,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
"Basement Suite, close to metro",21021498,Jennifer,9/6/14,11,90,2,1,6,14,20002,0,1,37,1,1,1,0,2,1,1,1,630,2400,0,1,2,1125,107,7/31/15,9/22/15,4,97,10,10,0,1,0,0,1,2.77,Washington,DC,Real Bed,25,0,10/2/15
Private Bedroom in the Heart of DC!,24709407,Caitlin,12/10/14,8,65,2,2,41,14,20002,0,1,36,1,1,1,0,2,1,1,1,0,1200,100,1,1,1125,2,12/19/14,8/1/15,3,94,10,10,1,1,0,0,1,4.26,Washington,DC,Real Bed,10,0,10/2/15
"""Pretty in Lilac"" King Massage Room",1601409,Edmond And The Mrs,1/12/12,8,89,2,2,13,14,20001,0,1,10,5,5,1,0,3,1,1,2,623,1675,95,2,3,30,343,5/12/14,5/20/15,2,83,9,9,1,3,1,1,5,0.76,Washington,DC,Real Bed,35,35,10/2/15
Large sunny bedroom-1920's rowhouse,3186876,Kimberly,8/7/12,8,85,2,2,5,14,20002,0,1,37,2,2,1,0,2,1,1,1,500,0,0,1,2,45,173,4/12/15,8/7/15,3,100,10,10,1,2,0,0,2,0.86,Washington,DC,Real Bed,20,0,10/2/15
Cozy Garden Flat in Bloomingdale,7049884,Kelly,6/22/13,1,100,2,1,6,14,20001,0,1,10,1,1,1,0,2,1,1,1,600,1700,150,2,2,1125,69,1/11/15,9/21/15,4,97,10,10,1,2,0,0,1,0.68,Washington,DC,Real Bed,50,25,10/2/15
Cozy and Private City Hideaway!,3618468,Alicia,9/19/12,8,85,2,1,51,14,20002,1,1,37,1,1,1,0,3,1,1,1,600,2050,0,1,3,1125,73,10/12/14,9/30/15,4,95,10,10,1,2,0,0,1,4.29,Washington,DC,Pull-out Sofa,35,0,10/2/15
U Street Row House,42062976,Pj,8/20/15,8,50,1,2,1,14,20001,0,1,10,2,2,1,0,1,1,1,1,300,1050,0,1,1,1125,341,8/30/15,8/30/15,3,100,10,10,1,1,0,0,2,0.86,Washington,DC,Airbed,0,0,10/2/15
Park-side private bed & bath,28816067,Patrick,3/5/15,8,88,2,2,11,14,20001,1,1,10,1,1,1,0,2,1.5,1,1,525,1455,0,1,2,60,45,3/27/15,9/27/15,4,100,10,10,1,2,0,0,1,1.73,Washington,DC,Real Bed,0,0,10/2/15
Sunny Apartment w/ Private Parking!,26874029,Stacy & Scott,1/28/15,1,109,2,1,40,14,20002,0,0,90,1,1,1,0,4,1,1,1,0,0,0,2,2,1125,234,3/24/15,9/28/15,4,99,10,10,1,2,0,0,1,6.19,Washington,DC,Real Bed,39,15,10/2/15
